# BUSCO version is: 6.0.0 
# The lineage dataset is: diptera_odb10 (Creation date: 2024-01-08, number of genomes: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
26748at7147	Complete	ptg000002l	8256902	8259692	+	856.9	464	https://v10-1.orthodb.org/?query=26748at7147	Pyridoxal phosphate-dependent transferase
26753at7147	Complete	ptg000009l	13958567	13961058	+	859.7	426	https://v10-1.orthodb.org/?query=26753at7147	Tapt1 family
26762at7147	Complete	ptg000010l	1414355	1409256	-	1028.9	569	https://v10-1.orthodb.org/?query=26762at7147	Ionotropic glutamate receptor
26777at7147	Complete	ptg000010l	8800868	8799344	-	558.2	353	https://v10-1.orthodb.org/?query=26777at7147	Endonuclease/exonuclease/phosphatase
26789at7147	Complete	ptg000006l	1061910	1058579	-	771.3	395	https://v10-1.orthodb.org/?query=26789at7147	Katanin p60 ATPase-containing subunit A1
26791at7147	Complete	ptg000003l	17653157	17651030	-	695.1	423	https://v10-1.orthodb.org/?query=26791at7147	Apoptosis inhibitory 5
26792at7147	Complete	ptg000003l	13331193	13332753	+	430.4	322	https://v10-1.orthodb.org/?query=26792at7147	RUN domain
26799at7147	Complete	ptg000001l	9002228	9004264	+	890.1	494	https://v10-1.orthodb.org/?query=26799at7147	Signal recognition particle subunit SRP68
26801at7147	Complete	ptg000003l	8617088	8618820	+	342.3	265	https://v10-1.orthodb.org/?query=26801at7147	Zinc finger, AD-type
26835at7147	Complete	ptg000003l	3548435	3549824	+	699.0	359	https://v10-1.orthodb.org/?query=26835at7147	Sorting nexin-2
26874at7147	Complete	ptg000014l	807894	809505	+	681.4	358	https://v10-1.orthodb.org/?query=26874at7147	Clathrin adaptor, mu subunit
26876at7147	Complete	ptg000003l	10375632	10376925	+	717.9	358	https://v10-1.orthodb.org/?query=26876at7147	ATPase, AAA-type, conserved site
26909at7147	Complete	ptg000001l	16170435	16174358	+	629.6	566	https://v10-1.orthodb.org/?query=26909at7147	P-loop containing nucleoside triphosphate hydrolase
26918at7147	Complete	ptg000009l	11513597	11496382	-	1296.5	818	https://v10-1.orthodb.org/?query=26918at7147	Zinc finger, PHD-type
26922at7147	Complete	ptg000003l	209370	214221	+	732.6	348	https://v10-1.orthodb.org/?query=26922at7147	S-adenosylmethionine synthetase
26948at7147	Complete	ptg000010l	7783065	7781385	-	335.2	238	https://v10-1.orthodb.org/?query=26948at7147	Zinc finger, AD-type
26954at7147	Complete	ptg000010l	3883947	3881508	-	857.4	450	https://v10-1.orthodb.org/?query=26954at7147	Alpha-(1,6)-fucosyltransferase
26963at7147	Complete	ptg000002l	782559	784380	+	339.0	274	https://v10-1.orthodb.org/?query=26963at7147	Zinc finger, CCHC-type
26986at7147	Complete	ptg000003l	2983268	2979476	-	589.8	368	https://v10-1.orthodb.org/?query=26986at7147	Nucleoside phosphatase GDA1/CD39
27002at7147	Complete	ptg000002l	7921004	7922702	+	883.2	440	https://v10-1.orthodb.org/?query=27002at7147	Methylthiotransferase, N-terminal
27014at7147	Complete	ptg000002l	12711314	12708998	-	760.4	420	https://v10-1.orthodb.org/?query=27014at7147	Cation efflux protein
27055at7147	Complete	ptg000001l	12176716	12178336	+	613.0	355	https://v10-1.orthodb.org/?query=27055at7147	CRAL-TRIO lipid binding domain
27070at7147	Complete	ptg000003l	20645797	20647949	+	856.9	468	https://v10-1.orthodb.org/?query=27070at7147	Tetratricopeptide repeat
27134at7147	Complete	ptg000003l	233167	234364	+	699.4	347	https://v10-1.orthodb.org/?query=27134at7147	Glutamine synthetase
27160at7147	Complete	ptg000003l	10058656	10056202	-	568.7	295	https://v10-1.orthodb.org/?query=27160at7147	MIF4G-like domain superfamily
27220at7147	Complete	ptg000002l	17583238	17585860	+	578.7	445	https://v10-1.orthodb.org/?query=27220at7147	Protein kintoun
27236at7147	Complete	ptg000001l	8370074	8371444	+	609.2	354	https://v10-1.orthodb.org/?query=27236at7147	DNA primase, small subunit
27237at7147	Complete	ptg000001l	16267226	16268694	+	707.9	370	https://v10-1.orthodb.org/?query=27237at7147	Thioredoxin domain
27244at7147	Complete	ptg000003l	6856935	6858024	+	607.7	322	https://v10-1.orthodb.org/?query=27244at7147	Protein kinase domain
27246at7147	Complete	ptg000002l	1466138	1464773	-	470.5	296	https://v10-1.orthodb.org/?query=27246at7147	Transforming growth factor beta, conserved site
27263at7147	Complete	ptg000002l	8793799	8791699	-	888.6	438	https://v10-1.orthodb.org/?query=27263at7147	PDZ domain
27281at7147	Complete	ptg000010l	8019912	8024763	+	431.3	248	https://v10-1.orthodb.org/?query=27281at7147	TEA/ATTS domain
27288at7147	Complete	ptg000010l	4935587	4933723	-	693.0	363	https://v10-1.orthodb.org/?query=27288at7147	PurE domain
27370at7147	Complete	ptg000009l	22137449	22134676	-	710.5	479	https://v10-1.orthodb.org/?query=27370at7147	Serpin family
27373at7147	Complete	ptg000002l	12120162	12122172	+	877.9	542	https://v10-1.orthodb.org/?query=27373at7147	Pentatricopeptide repeat
27388at7147	Complete	ptg000003l	1837897	1836565	-	682.9	367	https://v10-1.orthodb.org/?query=27388at7147	Enolase
27420at7147	Complete	ptg000009l	5372891	5376813	+	1069.6	647	https://v10-1.orthodb.org/?query=27420at7147	WD40-repeat-containing domain
27427at7147	Complete	ptg000001l	8603098	8601680	-	696.4	350	https://v10-1.orthodb.org/?query=27427at7147	Acyl-CoA dehydrogenase/oxidase, N-terminal
27431at7147	Complete	ptg000001l	4078789	4075825	-	752.8	435	https://v10-1.orthodb.org/?query=27431at7147	Protein kinase domain
27504at7147	Complete	ptg000010l	3870948	3878140	+	659.2	325	https://v10-1.orthodb.org/?query=27504at7147	Protein kinase domain
27526at7147	Complete	ptg000002l	9671027	9672518	+	580.8	345	https://v10-1.orthodb.org/?query=27526at7147	Hexapeptide repeat
27548at7147	Complete	ptg000003l	19237633	19239176	+	866.0	424	https://v10-1.orthodb.org/?query=27548at7147	26S proteasome non-ATPase regulatory subunit 3
27575at7147	Complete	ptg000009l	19471142	19468953	-	881.5	536	https://v10-1.orthodb.org/?query=27575at7147	Peptidase M24
27616at7147	Complete	ptg000001l	12572733	12571025	-	651.3	403	https://v10-1.orthodb.org/?query=27616at7147	Kelch repeat type 1
27631at7147	Complete	ptg000001l	11682098	11680223	-	783.1	422	https://v10-1.orthodb.org/?query=27631at7147	Serine/threonine-protein kinase RIO1
27633at7147	Complete	ptg000006l	1084031	1085985	+	545.9	474	https://v10-1.orthodb.org/?query=27633at7147	Uncharacterised protein family UPF0564
27639at7147	Complete	ptg000009l	9826945	9810683	-	1075.2	672	https://v10-1.orthodb.org/?query=27639at7147	Sterile alpha motif domain
27655at7147	Complete	ptg000001l	13061878	13060347	-	569.6	380	https://v10-1.orthodb.org/?query=27655at7147	Zinc finger, MYND-type
27672at7147	Complete	ptg000003l	12190628	12188771	-	703.2	461	https://v10-1.orthodb.org/?query=27672at7147	Tetratricopeptide repeat
27701at7147	Complete	ptg000001l	1750165	1748458	-	624.9	357	https://v10-1.orthodb.org/?query=27701at7147	Glycoside hydrolase family 18, catalytic domain
27714at7147	Complete	ptg000001l	12565546	12563144	-	817.5	465	https://v10-1.orthodb.org/?query=27714at7147	Alpha-D-phosphohexomutase, C-terminal
27730at7147	Complete	ptg000002l	12583636	12563564	-	817.9	509	https://v10-1.orthodb.org/?query=27730at7147	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain
27761at7147	Complete	ptg000010l	9632896	9635353	+	527.3	413	https://v10-1.orthodb.org/?query=27761at7147	Cytosolic endo-beta-N-acetylglucosaminidase
27770at7147	Complete	ptg000001l	596749	595290	-	472.7	283	https://v10-1.orthodb.org/?query=27770at7147	CRAL-TRIO lipid binding domain
27815at7147	Complete	ptg000001l	8996019	9001164	+	850.4	476	https://v10-1.orthodb.org/?query=27815at7147	Myotubularin-like phosphatase domain
27820at7147	Complete	ptg000010l	7031364	7027372	-	585.1	358	https://v10-1.orthodb.org/?query=27820at7147	SH3-binding 5
27841at7147	Complete	ptg000009l	8351535	8350130	-	734.5	354	https://v10-1.orthodb.org/?query=27841at7147	26S Proteasome regulatory subunit 6A
27849at7147	Complete	ptg000002l	1449721	1451137	+	872.6	412	https://v10-1.orthodb.org/?query=27849at7147	Thiolase
27907at7147	Complete	ptg000003l	670159	668523	-	845.9	427	https://v10-1.orthodb.org/?query=27907at7147	WD40 repeat
27930at7147	Complete	ptg000009l	16766914	16769206	+	732.0	519	https://v10-1.orthodb.org/?query=27930at7147	COG complex component, COG2
27931at7147	Complete	ptg000009l	13438020	13435732	-	584.1	406	https://v10-1.orthodb.org/?query=27931at7147	Forkhead-associated (FHA) domain
27936at7147	Complete	ptg000009l	8691946	8694393	+	334.2	249	https://v10-1.orthodb.org/?query=27936at7147	Zinc finger C2H2 superfamily
27952at7147	Complete	ptg000001l	12167733	12169261	+	536.9	343	https://v10-1.orthodb.org/?query=27952at7147	Putative zinc-RING and/or ribbon
27975at7147	Complete	ptg000002l	16101103	16098999	-	1028.4	562	https://v10-1.orthodb.org/?query=27975at7147	Conserved oligomeric Golgi complex subunit 6
28005at7147	Complete	ptg000001l	3906912	3905739	-	651.2	324	https://v10-1.orthodb.org/?query=28005at7147	Gustatory receptor
28015at7147	Complete	ptg000003l	8356918	8354897	-	700.2	351	https://v10-1.orthodb.org/?query=28015at7147	Sorting nexin
28056at7147	Complete	ptg000002l	7924664	7922830	-	894.5	431	https://v10-1.orthodb.org/?query=28056at7147	Uridine kinase
28073at7147	Complete	ptg000014l	1284595	1281632	-	532.4	365	https://v10-1.orthodb.org/?query=28073at7147	Deltex, C-terminal
28128at7147	Complete	ptg000002l	10378100	10370196	-	475.2	301	https://v10-1.orthodb.org/?query=28128at7147	Caskin1/2, SAM repeat 1
28130at7147	Complete	ptg000003l	308196	310540	+	656.7	425	https://v10-1.orthodb.org/?query=28130at7147	Rab-GTPase-TBC domain
28148at7147	Complete	ptg000009l	21956071	21963357	+	682.1	358	https://v10-1.orthodb.org/?query=28148at7147	Zona pellucida domain
28191at7147	Complete	ptg000001l	20443164	20441706	-	543.4	334	https://v10-1.orthodb.org/?query=28191at7147	Dipeptidase
28192at7147	Complete	ptg000003l	6660203	6658585	-	547.0	341	https://v10-1.orthodb.org/?query=28192at7147	Intraflagellar transport 52
28208at7147	Complete	ptg000006l	958750	960295	+	528.8	305	https://v10-1.orthodb.org/?query=28208at7147	Geranylgeranyl transferase type-2 subunit alpha
28210at7147	Complete	ptg000014l	5969174	5967961	-	612.7	282	https://v10-1.orthodb.org/?query=28210at7147	Arrestin, C-terminal
28226at7147	Complete	ptg000003l	10532635	10534259	+	605.1	390	https://v10-1.orthodb.org/?query=28226at7147	Alpha-1,3-glucosyltransferase
28253at7147	Complete	ptg000009l	9557501	9560153	+	699.9	320	https://v10-1.orthodb.org/?query=28253at7147	AdipoR/Haemolysin-III-related
28287at7147	Complete	ptg000009l	22579710	22578151	-	657.1	338	https://v10-1.orthodb.org/?query=28287at7147	2-oxoisovalerate dehydrogenase subunit alpha
28318at7147	Complete	ptg000003l	11127709	11126035	-	388.8	374	https://v10-1.orthodb.org/?query=28318at7147	De-etiolated protein 1, Det1
28348at7147	Complete	ptg000003l	6199371	6197845	-	578.4	330	https://v10-1.orthodb.org/?query=28348at7147	WD40-repeat-containing domain
28356at7147	Complete	ptg000009l	15695396	15693965	-	645.7	352	https://v10-1.orthodb.org/?query=28356at7147	PFTB repeat
28361at7147	Complete	ptg000014l	2057525	2059093	+	514.3	329	https://v10-1.orthodb.org/?query=28361at7147	Carboxypeptidase, activation peptide
28368at7147	Complete	ptg000014l	1227425	1223344	-	436.8	358	https://v10-1.orthodb.org/?query=28368at7147	Tetratricopeptide repeat
28377at7147	Complete	ptg000002l	9123209	9120069	-	927.8	532	https://v10-1.orthodb.org/?query=28377at7147	Transferrin
28402at7147	Complete	ptg000003l	10040643	10042470	+	645.7	380	https://v10-1.orthodb.org/?query=28402at7147	Peptidyl-prolyl cis-trans isomerase FKBP4
28428at7147	Complete	ptg000002l	19312112	19316001	+	937.2	544	https://v10-1.orthodb.org/?query=28428at7147	SERRATE/Ars2 , C-terminal
28459at7147	Complete	ptg000009l	24873144	24871490	-	575.4	311	https://v10-1.orthodb.org/?query=28459at7147	C2 domain
28469at7147	Complete	ptg000009l	21824468	21826415	+	871.7	455	https://v10-1.orthodb.org/?query=28469at7147	Xanthine/uracil/vitamin C permease
28492at7147	Complete	ptg000001l	11100633	11104409	+	878.2	597	https://v10-1.orthodb.org/?query=28492at7147	CCAAT-binding factor
28538at7147	Complete	ptg000009l	13995849	13990391	-	506.1	357	https://v10-1.orthodb.org/?query=28538at7147	Zinc finger C2H2 superfamily
28549at7147	Complete	ptg000010l	159610	162688	+	926.4	449	https://v10-1.orthodb.org/?query=28549at7147	Fascin
28551at7147	Complete	ptg000010l	1336592	1335171	-	718.1	370	https://v10-1.orthodb.org/?query=28551at7147	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
28559at7147	Complete	ptg000002l	1610585	1609406	-	592.2	328	https://v10-1.orthodb.org/?query=28559at7147	DnaJ domain
28571at7147	Complete	ptg000009l	23891407	23889973	-	476.5	327	https://v10-1.orthodb.org/?query=28571at7147	UBX domain
28603at7147	Complete	ptg000003l	13440352	13438597	-	435.8	310	https://v10-1.orthodb.org/?query=28603at7147	DNA fragmentation factor 40, C-terminal
28604at7147	Complete	ptg000003l	10922233	10920789	-	649.0	354	https://v10-1.orthodb.org/?query=28604at7147	WD40 repeat
28637at7147	Complete	ptg000001l	14037191	14035302	-	864.0	466	https://v10-1.orthodb.org/?query=28637at7147	Nitrogen permease regulator 3
28651at7147	Complete	ptg000001l	20512684	20514187	+	651.1	339	https://v10-1.orthodb.org/?query=28651at7147	NAD-dependent epimerase/dehydratase
28673at7147	Complete	ptg000002l	4682855	4700358	+	276.0	213	https://v10-1.orthodb.org/?query=28673at7147	Uncharacterized protein, isoform A
28676at7147	Complete	ptg000009l	9683787	9685340	+	916.3	439	https://v10-1.orthodb.org/?query=28676at7147	Nop domain
28685at7147	Complete	ptg000003l	10467400	10469781	+	631.5	447	https://v10-1.orthodb.org/?query=28685at7147	Nicalin
28693at7147	Complete	ptg000010l	8057420	8055385	-	429.5	297	https://v10-1.orthodb.org/?query=28693at7147	SANT/Myb domain
28713at7147	Complete	ptg000003l	21401753	21400172	-	550.1	341	https://v10-1.orthodb.org/?query=28713at7147	WD40/YVTN repeat-like-containing domain superfamily
28735at7147	Complete	ptg000009l	8852682	8850113	-	497.8	329	https://v10-1.orthodb.org/?query=28735at7147	Transcription factor IIS, N-terminal
28749at7147	Complete	ptg000003l	10528220	10526790	-	617.5	372	https://v10-1.orthodb.org/?query=28749at7147	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
28791at7147	Complete	ptg000002l	221417	230970	+	698.3	460	https://v10-1.orthodb.org/?query=28791at7147	BTB/POZ domain
28798at7147	Complete	ptg000001l	12434776	12429380	-	1086.2	880	https://v10-1.orthodb.org/?query=28798at7147	RNA polymerase II-associated protein 1, C-terminal
28835at7147	Complete	ptg000002l	1916004	1920941	+	1206.0	954	https://v10-1.orthodb.org/?query=28835at7147	Focadhesin
28837at7147	Complete	ptg000002l	624430	626338	+	519.6	315	https://v10-1.orthodb.org/?query=28837at7147	Glycosyl transferase family 29
28855at7147	Complete	ptg000002l	6894418	6895957	+	484.0	342	https://v10-1.orthodb.org/?query=28855at7147	Dynein assembly factor 3, axonemal
28861at7147	Complete	ptg000009l	20240301	20250904	+	586.5	350	https://v10-1.orthodb.org/?query=28861at7147	GPCR, family 2-like
28889at7147	Complete	ptg000003l	5167475	5170960	+	571.5	338	https://v10-1.orthodb.org/?query=28889at7147	GRIP domain
28906at7147	Complete	ptg000003l	8538725	8540611	+	751.5	396	https://v10-1.orthodb.org/?query=28906at7147	Amino acid transporter, transmembrane domain
28926at7147	Complete	ptg000002l	4710448	4708423	-	427.5	306	https://v10-1.orthodb.org/?query=28926at7147	WD40-repeat-containing domain
28979at7147	Complete	ptg000009l	14723397	14725558	+	948.6	489	https://v10-1.orthodb.org/?query=28979at7147	Leucine-rich repeat
29006at7147	Complete	ptg000009l	2495632	2496839	+	497.2	307	https://v10-1.orthodb.org/?query=29006at7147	WD40 repeat
29046at7147	Complete	ptg000009l	4947168	4971952	+	910.8	465	https://v10-1.orthodb.org/?query=29046at7147	FYVE zinc finger
29052at7147	Complete	ptg000003l	13528420	13529745	+	538.2	333	https://v10-1.orthodb.org/?query=29052at7147	START domain
29073at7147	Complete	ptg000002l	16090655	16088479	-	671.0	341	https://v10-1.orthodb.org/?query=29073at7147	CIDE-N domain
29083at7147	Complete	ptg000003l	7928456	7930613	+	667.9	372	https://v10-1.orthodb.org/?query=29083at7147	PPM-type phosphatase domain
29095at7147	Complete	ptg000003l	3418060	3415821	-	583.7	370	https://v10-1.orthodb.org/?query=29095at7147	ATPase, AAA-type, conserved site
29100at7147	Complete	ptg000009l	13751443	13760262	+	517.1	312	https://v10-1.orthodb.org/?query=29100at7147	Zinc finger C2H2 superfamily
29111at7147	Complete	ptg000002l	542908	549198	+	1311.9	841	https://v10-1.orthodb.org/?query=29111at7147	EF-hand domain
29141at7147	Complete	ptg000001l	8212128	8210620	-	565.1	312	https://v10-1.orthodb.org/?query=29141at7147	Nuclear hormone receptor
29154at7147	Complete	ptg000010l	12387637	12386119	-	624.8	368	https://v10-1.orthodb.org/?query=29154at7147	Peptidase M24
29162at7147	Complete	ptg000003l	207327	205160	-	925.0	462	https://v10-1.orthodb.org/?query=29162at7147	Na+/H+ exchanger
29168at7147	Complete	ptg000009l	8823269	8820807	-	911.7	522	https://v10-1.orthodb.org/?query=29168at7147	Tetratricopeptide repeat
29186at7147	Complete	ptg000002l	3148561	3150284	+	583.2	362	https://v10-1.orthodb.org/?query=29186at7147	Pseudouridine synthase I, TruA
29198at7147	Complete	ptg000003l	7016470	7014732	-	636.5	350	https://v10-1.orthodb.org/?query=29198at7147	Protein kinase domain
29212at7147	Complete	ptg000003l	13333435	13334339	+	327.3	199	https://v10-1.orthodb.org/?query=29212at7147	Glycosyl transferase, family 4
29233at7147	Complete	ptg000009l	11272207	11268040	-	823.2	394	https://v10-1.orthodb.org/?query=29233at7147	SH3 domain
29239at7147	Complete	ptg000002l	16284333	16282442	-	763.6	438	https://v10-1.orthodb.org/?query=29239at7147	Vang-like protein
29268at7147	Complete	ptg000009l	17826987	17825035	-	491.4	353	https://v10-1.orthodb.org/?query=29268at7147	TRAF3-interacting protein 1, C-terminal domain
29277at7147	Complete	ptg000003l	13962729	13963570	+	383.8	210	https://v10-1.orthodb.org/?query=29277at7147	Alpha carbonic anhydrase domain
29281at7147	Complete	ptg000003l	3560111	3558656	-	500.2	331	https://v10-1.orthodb.org/?query=29281at7147	Mite allergen, group-7
29288at7147	Complete	ptg000009l	15503858	15505600	+	625.7	392	https://v10-1.orthodb.org/?query=29288at7147	Nuclear lamin L1 alpha, putative
29311at7147	Complete	ptg000014l	1498153	1491558	-	515.3	412	https://v10-1.orthodb.org/?query=29311at7147	Uncharacterized protein, isoform A
29328at7147	Complete	ptg000001l	8208139	8209816	+	664.6	306	https://v10-1.orthodb.org/?query=29328at7147	NAD(P)-binding domain
29339at7147	Complete	ptg000003l	20279468	20280884	+	522.7	351	https://v10-1.orthodb.org/?query=29339at7147	FAD/NAD(P)-binding domain
29352at7147	Complete	ptg000001l	20120557	20116223	-	459.1	303	https://v10-1.orthodb.org/?query=29352at7147	Transmembrane protein 237
29364at7147	Complete	ptg000002l	12925051	12923029	-	861.1	448	https://v10-1.orthodb.org/?query=29364at7147	EF-hand domain, type 1
29366at7147	Complete	ptg000009l	8987021	8989884	+	809.9	473	https://v10-1.orthodb.org/?query=29366at7147	SARAH domain
29417at7147	Complete	ptg000009l	4980715	4979310	-	489.1	274	https://v10-1.orthodb.org/?query=29417at7147	Palmitoyltransferase
29425at7147	Complete	ptg000009l	10076566	10075278	-	570.2	335	https://v10-1.orthodb.org/?query=29425at7147	NADH dehydrogenase 
29429at7147	Complete	ptg000009l	22576335	22577672	+	770.2	365	https://v10-1.orthodb.org/?query=29429at7147	Clathrin adaptor, mu subunit
29440at7147	Complete	ptg000003l	4544289	4542754	-	551.6	300	https://v10-1.orthodb.org/?query=29440at7147	Ubiquitin-conjugating enzyme E2
29484at7147	Complete	ptg000002l	2253672	2255082	+	531.2	339	https://v10-1.orthodb.org/?query=29484at7147	Zinc finger C2H2 superfamily
29507at7147	Complete	ptg000002l	14737602	14740719	+	814.5	497	https://v10-1.orthodb.org/?query=29507at7147	Ankyrin repeat-containing domain
29529at7147	Complete	ptg000006l	1304916	1303483	-	744.6	343	https://v10-1.orthodb.org/?query=29529at7147	Histone deacetylase
29552at7147	Complete	ptg000002l	9811547	9809926	-	276.6	309	https://v10-1.orthodb.org/?query=29552at7147	Armadillo-type fold
29581at7147	Complete	ptg000002l	14914293	14916593	+	786.4	457	https://v10-1.orthodb.org/?query=29581at7147	WD40 repeat
29582at7147	Complete	ptg000003l	3966636	3969432	+	852.6	527	https://v10-1.orthodb.org/?query=29582at7147	Leucine-rich repeat
29644at7147	Complete	ptg000002l	7617202	7615617	-	525.8	334	https://v10-1.orthodb.org/?query=29644at7147	PMP-22/EMP/MP20/Claudin superfamily
29711at7147	Complete	ptg000009l	23471129	23468518	-	822.0	444	https://v10-1.orthodb.org/?query=29711at7147	Amine oxidase
29714at7147	Complete	ptg000001l	19647779	19651445	+	848.2	416	https://v10-1.orthodb.org/?query=29714at7147	Transcription initiation factor TFIID subunit 6
29717at7147	Complete	ptg000009l	3058580	3060485	+	792.2	430	https://v10-1.orthodb.org/?query=29717at7147	pre-mRNA-splicing factor Slu7
29744at7147	Complete	ptg000003l	8667631	8669091	+	515.3	337	https://v10-1.orthodb.org/?query=29744at7147	GPI transamidase subunit PIG-U
29754at7147	Complete	ptg000009l	11514907	11516352	+	519.9	304	https://v10-1.orthodb.org/?query=29754at7147	tRNA pseudouridine synthase
29766at7147	Complete	ptg000009l	22387365	22385241	-	837.7	416	https://v10-1.orthodb.org/?query=29766at7147	Tetratricopeptide repeat
29789at7147	Complete	ptg000001l	3915998	3918328	+	717.5	555	https://v10-1.orthodb.org/?query=29789at7147	Anaphase-promoting complex subunit 5
29795at7147	Complete	ptg000009l	8371643	8372958	+	691.8	352	https://v10-1.orthodb.org/?query=29795at7147	26S proteasome non-ATPase regulatory subunit 13
29860at7147	Complete	ptg000003l	4478615	4479776	+	727.5	347	https://v10-1.orthodb.org/?query=29860at7147	TNF receptor-associated factor 4
29889at7147	Complete	ptg000010l	2973457	2970597	-	857.8	418	https://v10-1.orthodb.org/?query=29889at7147	K Homology domain, type 1
29906at7147	Complete	ptg000014l	6481942	6479629	-	660.2	492	https://v10-1.orthodb.org/?query=29906at7147	NUC153
29908at7147	Complete	ptg000001l	22887203	22883813	-	879.5	680	https://v10-1.orthodb.org/?query=29908at7147	Chromo domain
29931at7147	Complete	ptg000002l	1202813	1202042	-	352.7	210	https://v10-1.orthodb.org/?query=29931at7147	beta-1,4-glucuronyltransferase 1
29994at7147	Complete	ptg000001l	2271177	2269064	-	667.0	476	https://v10-1.orthodb.org/?query=29994at7147	Ecd family
30000at7147	Complete	ptg000010l	11990787	11977939	-	156.4	189	https://v10-1.orthodb.org/?query=30000at7147	Zinc finger C2H2-type
30068at7147	Complete	ptg000003l	1863247	1862095	-	578.1	338	https://v10-1.orthodb.org/?query=30068at7147	Oxidoreductase, N-terminal
30097at7147	Complete	ptg000009l	7267757	7268939	+	567.5	337	https://v10-1.orthodb.org/?query=30097at7147	CTLH, C-terminal LisH motif
30128at7147	Complete	ptg000003l	8567358	8566032	-	265.0	270	https://v10-1.orthodb.org/?query=30128at7147	IRS-type PTB domain
30134at7147	Complete	ptg000001l	15194730	15196410	+	808.0	412	https://v10-1.orthodb.org/?query=30134at7147	Nop domain
30165at7147	Complete	ptg000009l	25772730	25779028	+	1021.7	600	https://v10-1.orthodb.org/?query=30165at7147	WW domain
30184at7147	Complete	ptg000001l	4635767	4637940	+	921.4	398	https://v10-1.orthodb.org/?query=30184at7147	Histone deacetylase
30248at7147	Complete	ptg000002l	3108280	3106771	-	764.1	392	https://v10-1.orthodb.org/?query=30248at7147	RBR-type E3 ubiquitin transferase
30250at7147	Complete	ptg000003l	21330409	21332179	+	770.4	363	https://v10-1.orthodb.org/?query=30250at7147	Helicase, C-terminal
30260at7147	Complete	ptg000003l	10497140	10500032	+	800.0	432	https://v10-1.orthodb.org/?query=30260at7147	FERM domain
30269at7147	Complete	ptg000003l	2963229	2965907	+	725.4	395	https://v10-1.orthodb.org/?query=30269at7147	Zinc finger, RING-CH-type
30313at7147	Complete	ptg000001l	19927672	19929520	+	765.0	416	https://v10-1.orthodb.org/?query=30313at7147	U4/U6 small nuclear ribonucleoprotein Prp3
30324at7147	Complete	ptg000010l	334418	332996	-	433.4	282	https://v10-1.orthodb.org/?query=30324at7147	Zinc finger, RING-type
30343at7147	Complete	ptg000002l	13076537	13075106	-	547.7	269	https://v10-1.orthodb.org/?query=30343at7147	Eukaryotic translation initiation factor 3 subunit E-1
30359at7147	Complete	ptg000009l	16899302	16900841	+	597.6	391	https://v10-1.orthodb.org/?query=30359at7147	Methyltransferase domain
30365at7147	Complete	ptg000009l	23095643	23093666	-	917.9	467	https://v10-1.orthodb.org/?query=30365at7147	Cell division control protein 73, C-terminal
30391at7147	Complete	ptg000001l	9720172	9710080	-	497.7	254	https://v10-1.orthodb.org/?query=30391at7147	Ribose-phosphate pyrophosphokinase
30434at7147	Complete	ptg000010l	766510	767719	+	553.0	311	https://v10-1.orthodb.org/?query=30434at7147	Kelch repeat type 1
30439at7147	Complete	ptg000003l	10576006	10577756	+	739.4	373	https://v10-1.orthodb.org/?query=30439at7147	WD40 repeat
30441at7147	Complete	ptg000002l	16254288	16252858	-	575.7	322	https://v10-1.orthodb.org/?query=30441at7147	AB hydrolase 4, conserved site
30447at7147	Complete	ptg000001l	10911384	10903872	-	564.2	288	https://v10-1.orthodb.org/?query=30447at7147	Membrane  insertase YidC/ALB3/OXA1/COX18
30475at7147	Complete	ptg000010l	11488289	11485688	-	595.9	353	https://v10-1.orthodb.org/?query=30475at7147	Major facilitator superfamily
30497at7147	Complete	ptg000002l	11122484	11120333	-	741.0	464	https://v10-1.orthodb.org/?query=30497at7147	Major facilitator superfamily
30510at7147	Complete	ptg000001l	8164933	8168929	+	1181.7	723	https://v10-1.orthodb.org/?query=30510at7147	Helicase, C-terminal
30551at7147	Complete	ptg000003l	7154146	7157334	+	909.3	622	https://v10-1.orthodb.org/?query=30551at7147	Trafficking kinesin-binding protein domain
30627at7147	Complete	ptg000002l	9008950	9007555	-	717.1	383	https://v10-1.orthodb.org/?query=30627at7147	Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain
30641at7147	Complete	ptg000001l	16769018	16766843	-	618.5	409	https://v10-1.orthodb.org/?query=30641at7147	Helicase, C-terminal
30655at7147	Complete	ptg000009l	1310003	1307799	-	508.7	339	https://v10-1.orthodb.org/?query=30655at7147	Zinc finger C2H2 superfamily
30657at7147	Complete	ptg000010l	3597830	3603188	+	680.4	329	https://v10-1.orthodb.org/?query=30657at7147	Glutamine synthetase
30675at7147	Complete	ptg000014l	1044045	1047378	+	365.1	253	https://v10-1.orthodb.org/?query=30675at7147	EGF-like, conserved site
30695at7147	Complete	ptg000006l	1440475	1437969	-	435.3	237	https://v10-1.orthodb.org/?query=30695at7147	NOT2/NOT3/NOT5, C-terminal
30711at7147	Complete	ptg000003l	6825209	6823800	-	495.5	281	https://v10-1.orthodb.org/?query=30711at7147	WH1/EVH1 domain
